ID,Data,Latitude,Longitude,Velocidade_Vento,Pressao_Atmosferica,Nivel_Mare,Chuva_Acumulada,Hora,Intensidade_Ciclone,Ocorrencia_Sobrelevacao
75,2000-03-15,-14.319141952685722,38.586009696216216,87.16561968965844,931.7998440343969,2.7237183717086735,279.53656291535225,7,4,0
76,2000-03-16,-14.219467743815557,40.19657380167015,23.262423813730628,983.7091814024941,5.314309954508494,156.8961924575129,19,2,0
77,2000-03-17,-14.029283439913243,40.680402373540375,90.93912606066306,989.7862050924912,1.5414592522436579,12.966945425333698,7,3,0
78,2000-03-18,-17.166799067196592,35.63543482642255,142.86552662577512,986.8599266284423,3.5132894585047088,102.74999790244121,5,3,1
79,2000-03-19,-15.886904221550774,35.92897167558632,144.65240742469223,981.1656414768229,0.6317876181834841,23.05483855837026,2,1,1
80,2000-03-20,-16.978589232136915,40.66841755269848,98.79134647656885,908.6306074169914,4.703212661132697,117.88333181200797,7,4,0
81,2000-03-21,-13.616034583559829,39.41921137000875,120.11614771936115,927.315797093667,3.695026440354531,200.97790264839693,22,5,0
82,2000-03-22,-14.695158429275988,40.297962948978636,241.89671078517011,945.7783608977145,3.94074270908364,140.9669724124319,9,2,0
83,2000-03-23,-16.010958888163078,36.21579580481206,103.67689214912323,926.3110187998718,0.7844648540505941,115.11665241583634,4,3,1
84,2000-03-24,-17.213987423712894,38.52551522665641,75.683301116096,985.691628022166,1.6607108161473847,35.74711366213944,10,1,1
85,2000-03-25,-16.10057955227952,39.206837566504845,72.21475535568862,926.1094933949937,0.9088197979446908,73.48171370809689,3,5,0
86,2000-03-26,-16.036675050879637,39.08067131268184,122.57468398547152,899.3524921499472,2.089028736920965,30.04298632150534,16,4,0
87,2000-03-27,-14.216772197478711,37.44891014520019,193.48723494848184,935.8656632867626,3.9509145422518306,242.24961949699824,2,5,1
88,2000-03-28,-14.630991378901541,35.09236935014785,63.4072232842912,1017.1880205895333,3.6140229137455635,40.57194839541677,17,3,0
89,2000-03-29,-13.50754265840653,38.49755634082558,181.6845898780805,911.6233978107007,3.8668240188736465,178.61200996466806,7,2,1
90,2000-03-30,-15.37503283677123,36.518609235077655,19.970208487112828,965.702212252052,3.5208819925784187,102.82212407665376,23,4,0
91,2000-03-31,-16.96182589327764,37.70152547685734,113.44924982622732,940.6162269775589,2.001658376217226,67.79351539655505,11,2,1
92,2000-04-01,-14.290398457496522,40.74548609050291,197.3282903226549,889.9434394709057,1.8447912353943388,191.84053184763113,20,5,1
93,2000-04-02,-14.076467281223962,37.39421190585461,94.60224460699138,948.3027248397283,1.253828259451197,137.1006928130822,15,5,0
94,2000-04-03,-14.974252610937267,40.03880963998656,147.47821883966887,978.3030060107637,5.169889811969206,120.04364018536774,13,1,1
95,2000-04-04,-14.030647690204475,36.131243634495505,63.17011971408904,951.8507966158946,3.8906364719768445,177.85560146766647,20,4,0
96,2000-04-05,-15.277919816360242,39.03476298815017,189.3689169146505,1002.0948489245213,1.5258105687723287,147.38028854700022,15,5,1
97,2000-04-06,-15.147702267781026,40.86204172663366,27.28558926815851,920.4511823320615,1.4746515890168173,91.04526256546824,3,3,1
98,2000-04-07,-15.576065417386527,35.61135860523762,215.34752154574258,892.0748839825551,5.3016958083937515,167.7183863295755,0,3,0
99,2000-04-08,-17.385613929651573,35.049919653363155,61.57615080909201,1011.1191856321209,4.585019750698256,200.84957296520838,0,2,0
100,2000-04-09,-17.01448857853013,37.60149675579569,220.48353745145772,932.9474889339507,4.126694939479543,8.007947576056285,21,3,0
101,2000-04-10,-17.358568664409695,35.55575289830821,97.84437170562157,960.6967772035086,2.737752591466149,139.7615186723026,14,5,1
102,2000-04-11,-14.636153149312989,39.49030609805739,184.83064000150435,990.8804376582275,1.9408656035318463,17.304985375063133,19,3,1
103,2000-04-12,-16.08539808515653,40.48729198309135,90.01794497975429,925.4039129425813,5.886979197120531,55.921624220433316,19,4,0
104,2000-04-13,-15.211431889758838,37.60412583625255,227.88924274014218,980.2630353448656,4.884817662625401,168.15262022339192,2,2,1
105,2000-04-14,-13.415950867332581,36.552269852932646,44.759724496817974,898.9586389744959,2.1597857272495204,259.85667457967423,13,4,0
106,2000-04-15,-16.378184968830062,37.60641991403966,56.9521504790607,920.7811246087707,5.161606379531721,264.8417037565454,8,5,0
107,2000-04-16,-15.653276846339667,39.34068690710001,130.86207941231854,900.2594890591128,4.674125717380749,20.983203041589384,18,5,0
108,2000-04-17,-14.100019876556281,35.054324969482224,34.25553317396434,993.5722781761901,2.1339430243289907,125.73152588601198,7,3,0
109,2000-04-18,-16.470408255287698,38.53672393690818,61.055343404914055,911.1708929317499,2.846040698329018,174.90194490136537,1,1,0
110,2000-04-19,-17.15359040577043,38.679750109324274,236.7850998198234,980.4364977567294,1.5227439496506465,44.120971365103024,3,1,0
111,2000-04-20,-16.196118461888044,38.82612948137562,244.47507036975347,1012.0617756143913,1.1107884440796014,229.6296650234315,0,5,0
112,2000-04-21,-16.77450420735698,36.452132479885265,103.42094239264915,953.8881092696428,4.4751911806183315,223.27057753117165,10,5,1
113,2000-04-22,-13.31636056445842,39.28431634026876,231.97221493827487,955.6040869164963,1.9713152154462663,271.0023041120384,4,2,0
114,2000-04-23,-13.863458291960123,35.54834891799066,143.03379878325646,944.5446995336937,5.0103265116043945,2.5458036250329052,1,5,0
115,2000-04-24,-14.649683095703095,36.195622018800805,78.38947948033525,925.62462007511,5.975847913329344,65.0052731967008,12,5,0
116,2000-04-25,-13.57842734415527,40.264820279926894,180.06369945394067,946.5917043294884,0.9214089766130678,248.15601427359653,16,2,1
117,2000-04-26,-13.883475653953985,39.4323389043594,169.84192454509144,964.3930545173463,3.1016931879603513,201.17401524808062,16,4,1
118,2000-04-27,-16.66043473501284,35.08247332406807,247.44444999055233,1018.0388201038922,4.911344076209417,268.3169561095472,17,4,1
119,2000-04-28,-13.4834845067951,36.4902575622188,77.28611254118158,1011.2870383045514,4.839229930976784,17.15389635907996,20,2,1
120,2000-04-29,-15.072959911379572,36.28643889795899,172.93398312550784,1000.7014141610371,4.679984370820327,179.08918971493284,8,2,0
121,2000-04-30,-13.866519301761718,36.62483796822183,27.22558243192002,1004.4782749986801,2.41947214416051,170.71397246810224,5,4,0
122,2000-05-01,-13.467589150344281,36.48535862167932,41.70681909372906,945.498885660886,2.9961929062677877,10.70232490815971,19,4,1
123,2000-05-02,-16.068984362626612,35.37515777445707,15.920818113506916,972.042205804845,3.7723259653780863,154.05662307374507,2,4,1
124,2000-05-03,-17.004766339625455,37.75364309958092,249.87326004902317,1005.30934121107,5.856673209652914,182.85609339297727,7,4,0
125,2000-05-04,-16.47429176856126,39.39640084871699,203.53431882965728,935.0131070987894,2.301509990161711,57.38795226063217,2,3,1
126,2000-05-05,-15.578014951181846,38.64039034830462,199.87990846238208,1014.6467469683656,5.577291382442717,81.99887493739888,0,2,1
127,2000-05-06,-13.818933553348781,39.03723001158848,134.78562769272224,938.2100486896857,1.9814630499927177,192.1042038893211,19,1,1
128,2000-05-07,-13.626712375346454,35.48689507121743,85.51576448277838,964.1515731550502,5.9399095601053755,140.4902842799875,12,3,1
129,2000-05-08,-17.46871541260964,40.70894426106072,50.547106848728845,979.372659858132,4.186450277551755,257.404097270498,20,1,0
130,2000-05-09,-15.201637138400955,40.03095100305815,81.89856362891896,1013.0828818306313,3.0493131419720303,102.7145298027565,4,1,0
131,2000-05-10,-15.621650485830495,39.83054191097398,103.35323715334769,914.2462783673172,3.873647354349827,79.99789751646034,15,5,0
132,2000-05-11,-16.500514852881714,39.93790283025061,192.7328727903691,984.4583369534099,1.9989214297211375,295.4597821034528,20,2,0
133,2000-05-12,-16.960605846998426,40.596263048796565,141.82052039224084,952.9141820601715,2.007956216313066,273.340731039025,23,3,1
134,2000-05-13,-15.980731728683674,38.26552379668219,33.20865224053843,917.5979996868898,1.124549991139216,8.697823499693957,15,2,0
135,2000-05-14,-13.256906332393664,36.20169210720576,19.236817105344375,988.7249575714947,1.1272766373796932,231.21858459196977,23,4,0
136,2000-05-15,-16.045586805906602,38.700701647115245,39.04806219050484,957.3111192243385,2.4121945780790126,33.10043214756089,11,2,0
137,2000-05-16,-15.165442202154853,39.45728896200763,111.46719771888415,972.5363348909545,4.695705128430044,8.245558448811286,12,1,1
138,2000-05-17,-14.3364146849717,39.42750436012415,234.3003355065193,925.2061496009062,3.843841421789894,82.10865478990466,3,4,0
139,2000-05-18,-15.863666789293177,38.12869414500128,164.78958308416708,947.3783532558647,1.0642150818206144,80.80376371833128,8,2,0
140,2000-05-19,-13.126980627755678,35.41075231600147,203.42908647074606,966.4295951383294,5.187300887367511,245.7956287040894,15,2,0
141,2000-05-20,-13.168987172760499,37.22667763058077,124.5980297085689,936.6875139977782,3.8075219484453653,213.20017378285056,0,1,0
142,2000-05-21,-16.366979668785863,40.52459965078015,99.99152955083505,907.7721555786782,5.784705672316289,294.4828281996043,4,4,1
143,2000-05-22,-15.262381723484266,38.506693458544554,40.47408758840634,1014.6296689241426,4.186020070761641,213.45387009354553,20,1,1
144,2000-05-23,-16.146047605824535,38.22999165953428,220.84426021375816,951.6054556059664,1.4634617503729954,125.47666597681437,4,2,0
145,2000-05-24,-16.218217775301397,36.61312108629316,199.04260682155717,982.7488518402781,3.1058084926930225,209.67829828356506,23,3,1
146,2000-05-25,-17.334008736904604,37.21069351949947,54.507752935465405,937.5466070978481,4.0667367865096224,299.83772015592064,18,3,0
147,2000-05-26,-14.756960497090464,40.37207653491902,135.38123251092122,929.7184469636003,0.6554558557748773,213.04256476875844,8,5,1
148,2000-05-27,-15.237944395470123,38.998778285161016,129.53307986149255,937.0030017853975,0.5820064528514435,228.50440679409547,7,3,0
149,2000-05-28,-17.268345619375047,39.724322160514,161.8965148813342,937.287530129991,1.2117165032921235,281.50950455707783,18,4,1
150,2000-05-29,-16.246090910935248,37.72607253840593,237.3539200879464,956.1852162318735,1.8841543927500892,34.095378393505,17,5,0
151,2000-05-30,-13.41280351315006,38.781483316736946,151.24628881418272,956.0857817973908,2.8625201793637154,211.43528803431806,14,4,0
152,2000-05-31,-16.421971491998626,36.490301652459245,141.95105769297538,949.601534223602,3.1809226056788362,255.2417873902347,3,3,0
153,2000-06-01,-16.847973075589497,39.23276498170092,26.825889239646028,898.8700098884414,1.2591518491584324,286.3135800662679,14,3,0
154,2000-06-02,-15.297462578750967,37.565608002220024,29.783256864235625,949.4505669900743,4.20365368513707,63.29078691350981,12,2,1
155,2000-06-03,-13.064572956502296,37.65527308888847,59.02649596179539,903.6745460588912,3.7787593393309415,151.17870231727326,17,4,0
156,2000-06-04,-16.410751278198248,38.89593394746129,22.630631347560843,897.6590100814071,2.119552543626381,204.16645429334454,19,1,0
157,2000-06-05,-14.475390036673547,40.61768372881356,189.6879304589529,1010.5704004277635,0.575129358894106,74.24031885040124,4,2,1
158,2000-06-06,-14.072711731020771,35.384038079651724,184.98262143858133,964.6930018406786,0.9270635344430991,180.14185897508222,17,4,0
159,2000-06-07,-16.4306310520342,39.948459424082046,46.97321509143609,972.3286081374418,2.654321265309617,77.2736347493998,7,5,1
160,2000-06-08,-14.223026431246632,36.75429866247316,211.47854168689102,936.2511138466709,1.3468589314112616,100.03710615949419,0,4,0
161,2000-06-09,-15.84497590276336,37.663516727038264,51.37471818883631,1007.257324868081,2.5725078338138396,132.4556089532595,18,5,0
162,2000-06-10,-14.654623762328892,35.131479972650055,85.77626294437931,969.3102685411532,3.955004324806953,158.75702962397008,22,5,1
163,2000-06-11,-14.649116301575974,36.80627646700588,73.50957130292078,987.6837817333022,3.5098058533360597,134.8097614875452,16,3,0
164,2000-06-12,-15.089013921663586,38.01578745578078,102.49216816466623,931.59874566388,1.7714673572556683,147.95865593637876,1,1,0
165,2000-06-13,-17.093696034755162,35.33705646408463,74.84598498414104,1014.4016633146775,2.3910237019231384,89.57662688648779,18,4,1
166,2000-06-14,-13.74113876984843,37.94657437629899,129.90346771303624,994.8645806221641,3.8771715914675786,47.68952820678918,15,1,0
167,2000-06-15,-16.05648970762719,40.56266377315056,110.74085211835107,999.5527848220361,5.234702654238968,14.20499319805183,17,5,1
168,2000-06-16,-16.660666703200654,35.63235930864683,246.84383033314174,904.1071974396056,4.642673913063825,58.79361674750031,1,3,1
169,2000-06-17,-17.316511863003562,39.58664436845302,28.142692280133033,917.9348491019707,3.543700147583782,174.5830924517349,5,1,0
170,2000-06-18,-14.840981755652912,37.458026320255954,48.41262345102763,919.9877239557007,2.492611490740674,235.83463434093972,6,2,1
171,2000-06-19,-14.45096037170973,38.93104228714603,27.414085068521583,917.927291254562,2.50778202647993,50.77427923286836,5,5,0
172,2000-06-20,-17.425354769824647,36.561419587911374,162.0726808208583,999.7571426946004,5.336795206454179,32.566607331794536,5,2,0
173,2000-06-21,-15.195581237653236,35.95695357524815,27.8096801922241,884.4638713292029,0.7158396682230053,224.78710816477508,8,1,1
174,2000-06-22,-16.48076901160928,35.962775685627356,211.563338283389,890.6539984573084,5.933904544311435,91.5474991611869,7,1,1
175,2000-06-23,-14.596722443157475,35.42295167385887,135.30557821025303,918.3480818881865,4.1540647596835925,285.44983176820574,23,1,1
176,2000-06-24,-16.71535106947754,36.11388022940746,138.84679177666044,907.9822164509221,4.246257344898147,214.29539118311192,21,4,1
177,2000-06-25,-14.390780178538904,38.98531630993381,146.97470931236563,912.4603459435988,0.7089881051760818,98.02681417290925,20,5,0
178,2000-06-26,-15.759690941647582,40.290143671061045,55.14122098195952,991.712046495462,3.830411011901997,86.86282433811148,8,5,0
179,2000-06-27,-13.284715050684696,39.88475411354697,61.45722123190457,958.8377231448866,3.1662793304974586,157.10951588139272,11,5,0
180,2000-06-28,-16.88115575134303,39.1108058592469,89.9220708751561,880.8078925810155,1.0817839879173685,23.74340048346283,17,4,0
181,2000-06-29,-15.965201420273836,35.66259118046661,154.47165771813508,940.1051871985874,2.028571059231475,35.302953793589694,22,1,0
182,2000-06-30,-16.98936915441735,36.7351246777757,64.37767734595042,937.1038897590503,5.396729509175082,52.75736439485775,5,1,1
183,2000-07-01,-13.338878717746468,36.85884125193481,42.337955876316386,895.952337722236,3.524936287262741,232.41707799136805,22,2,0
184,2000-07-02,-13.551972909785587,36.499741678385725,242.97746830833157,974.659850404204,2.7737911634564982,154.15720778073674,3,4,1
185,2000-07-03,-16.339262675281798,38.09003395825834,20.165726480261384,978.2936063731288,0.8997518571244603,3.1701368323328816,6,3,1
186,2000-07-04,-14.530071792846194,38.21332288927803,203.6338902539651,980.9250506672937,4.427668400712681,202.0549582416327,17,4,0
187,2000-07-05,-13.82250009909453,37.14131585102666,200.1882601501302,981.9859323782028,4.365679528678179,127.10705359814912,19,2,0
188,2000-07-06,-15.001596347802419,37.12273495241862,84.84531675359756,880.0073957705215,3.8772398383490994,153.25570948913938,4,2,0
189,2000-07-07,-15.11657239739797,39.97133358743649,46.87225476171865,1013.5489125385411,3.3064445542135705,64.23487302388067,17,2,0
190,2000-07-08,-16.411664690947966,39.73575708991811,49.2227319757745,993.9892273876528,2.88581421214055,165.5346685182311,9,1,1
191,2000-07-09,-17.081037544873453,36.84677499008448,178.89643005074024,1006.5574375225,3.7629910114339578,293.74597192544655,7,3,0
192,2000-07-10,-13.46252908921003,40.48273066323956,166.0595489052508,882.1900613430407,1.783674984506237,22.033407301728435,0,2,1
193,2000-07-11,-13.448118742765013,40.716890102015036,198.9452334490759,1010.7402314100035,5.676924852977063,85.17521989932919,14,5,1
194,2000-07-12,-14.651043442270295,36.960455252180246,235.3080755137896,993.3703940163347,3.7383699104912624,72.89927785824894,2,1,0
195,2000-07-13,-15.974365940280848,37.12654969275833,177.60293036764912,997.2106800142178,2.211558443949071,74.56479322535388,14,3,1
196,2000-07-14,-15.928556914243027,38.03380492053175,51.62511108958921,893.0602338610756,2.973239179868365,113.61190726961318,13,5,0
197,2000-07-15,-14.233199445083923,40.64672487520204,72.20901493987151,983.4289240486037,4.931266338822907,245.43293542325026,0,3,0
198,2000-07-16,-13.463003830213403,40.25791659885387,212.91552675518193,1014.3883365498928,1.3888883340166358,273.8576069893162,20,3,0
199,2000-07-17,-13.508111090806972,35.61540777550154,64.186927821039,974.9966277985425,2.110595923531432,60.664526237691994,7,5,0
200,2000-07-18,-13.990560043640693,37.3563844596285,32.04274448430313,959.878596647445,4.237294125051054,162.88498138443381,6,4,0
201,2000-07-19,-14.610857592305706,38.32022713849863,180.27081269992885,1012.3881548848595,2.2351906356522315,191.06969164964408,8,3,1
202,2000-07-20,-17.12137015752228,38.01879483530924,109.59369354018338,942.0111970428211,4.858759250238063,156.54824230915347,17,4,0
203,2000-07-21,-16.77267078657424,36.16317840762136,231.20941234828734,963.901099283467,1.2174941794754846,130.22291825907587,11,3,0
204,2000-07-22,-13.456506151628144,40.152900627008925,167.80994170701047,946.6873610892112,4.694773937500347,57.59265175777135,7,5,0
205,2000-07-23,-14.771069231531845,39.06164469798102,36.248459781040275,1010.5984709904419,0.8759344316781144,146.46580775977156,7,3,0
206,2000-07-24,-17.458613267725166,40.02745024911082,237.74629330461028,890.651861747171,0.5692593696712214,120.36444831339867,5,2,0
207,2000-07-25,-17.043378057102856,40.152585676096834,75.76095695545779,950.1567581155488,5.440229353576892,238.6690087506809,2,2,0
208,2000-07-26,-14.514242039013748,39.49013512199444,94.24493524547715,976.1733417939614,3.6973656931276424,229.08130774889855,1,3,0
209,2000-07-27,-17.477222872692018,37.6352636074983,109.53119721563237,990.8669153791132,2.4350479339774633,40.19960436170121,13,5,0
210,2000-07-28,-16.776363768621255,38.66328053009255,27.037709655013614,961.6226106421791,1.7792705033011773,26.555715768920273,7,5,0
211,2000-07-29,-15.030697947850364,35.96219243671846,131.68112422419216,1007.2484841770035,3.8928718079344886,272.44618296825087,5,1,1
212,2000-07-30,-14.38647161038288,39.041872504849444,43.97984540269368,1011.878802563742,3.29951200945206,160.6525166893493,3,5,0
213,2000-07-31,-14.566174332238297,36.075519534435685,109.22802677176266,889.0046912471017,5.953787765414918,257.3402811847772,4,4,1
214,2000-08-01,-16.49078810742748,39.16369754306094,97.41680017813981,936.3318755357924,5.907687926595601,17.445336169920346,20,3,0
